,document,label,label2
2094,평소에 정말 잘 사용하고 있는데오전에 네트워크 오류로 접속이 안되는 경우가 빈번하게 발생하는 것 같습니다,0,5
2098,아니 좀 듣고잇으면 네트워크가 원활하지 않다고 하고 이젠 로그인까지 안되네요 노래가 다 지워져도 다시 깔앗는데 뭡니까대체 쓸만하게 앱을 만듭시다 쓸수없는 앱 말고요 다들 돈 주고 듣는데 이런식이면 누가 다음에 또 쓰겟습니까,0,5
2099,네트워크 환경이나 로그인 노래끝나고 다음노래 넘어갈때 빠릿빠릿하게 렉안걸리고 좀 고쳐주세여,0,5
2145,그런데 지니 네트워크 불안으로 인한 먹통이 잦아지는거 같네요,0,5
2146,네트워크 오류 빈도수가 점점 월례행사도 아니고 무슨 한달에 한번은 꼭 먹통입니까내부에서 고생하시는 분들이 많으시겠지만 다른건 둘째치더라도 안정적인 앱 구동에 좀 더 집중해주시면 감사하겠습니다,0,5
2147,요즘따라 부쩍 네트워크 연결 문제라면서 스트리밍오 안되고 로그아웃되버리는 일이 빈번하네요,0,5
2148,처음엔 제 폰 데이터 문제인가보다하고 넘어갔는데 와이파이 연결때도 똑같은 현상 생기고 다른 어플이나 인터넷찬 켜보니 제 데이터 속도 문제는 아니네요 전부터 항상 데이터 많이 잡아먹기도 하고 문제가 있었는데 개선은 여전히 안되나 보네요,0,5
2254,데이터 연결이 안되어 있을때 저장곡 들으려고 하면네트워크에 연결이 안되어 있다고 뜨는데 무슨일이죠,0,5
2275,근데 요즘 재생이 바로바로 안되고 네트워크 어쩌구하면서 자주 버벅거리네요 와이파이 끄나 안끄나 비슷해서 답답함,0,5
2294,처음엔 잘 되다가 도중에 끊기거나 데이터를 껐다 켜도 그대로네요 점점 좋아지는 것보다 나빠지니 지니 사용하기 나쁘네요,0,5
2339,어플 삭제하고 다시깔아봤고 다른 데이터 접속은 원활합니다,0,5
2437,네트워크가 지니뮤직만 안된다고 하네요,0,5
2446,유료네트워크 차단 이런거 아니니깐 똑같은 답변은 마시고요가 네트워크가 안되는건 아닙니다,0,5
2447,네이버 인터넷 다른건 잘되는데 지니만 네트워크가 안좋다고 로그인이 안된다고 뜨네요,0,5
2461,근데 종종 연결 문제로 애먹이더니 지금은 든 폰이든 계속 연결이 안됩니다ㅜ,0,5
2462,네트워크가 지연된다,0,5
2466,제발 연결 문제 좀 어떻게 해주세요 ㅠㅠㅠ,0,5
2467,지니 좋은데 연결 문제 때문에 심각하게 고민중이에요,0,5
2529,네트워크 오류 잡아주시면 안될까요,0,5
2539,다른건 문제없는데 지니만 네트워크상태로접속지연이라고 뜨는데 와이파이도그렇고 일반데이터도그렇고 요즘같아서는 어플지워버리고 다른 음악어플깔고싶어지네요,0,5
2571,네트워크 이상이 있다고 계속 뜨네요,0,5
2574,계속 잘썼는데 몇주전부터 네트워크가 이상하다면서 초정도 로딩만되고 초정돈 괜찮은데 분내내 안켜질때도 더러 있어요,0,5
2580,와이파이 풀인데 아니 지니 무슨 공짜 스트리밍 어플 아니잖아요ㅠㅠ,0,5
2590,아이폰 사용하고있는데 계속 접속 오류뜸 와이파이든 셀룰러 데이터든 네트윅 자체가 안된다 뜸 도대체 이놈의 오류는 언제 업데이트 하는건지 빠른시일내로 고치길 제발,0,5
2591,앱 실행도 너무 안 되고 겨우겨우 플레이어 들어가면네트워크 재요청 중 이라고만 뜨고 결국 재생이 안되네요 ㅠㅠㅠ,0,5
2627,업데이트하고 나서 내트워크 연결 오류나 플레이가 안되는거 심해진 것 같아요,0,5
2643,다른 기타앱은 사용이 잘되는데 지니만 이런거보니 제 인터넷 문제는 아닌거 같아서요 빠른 조치 바랍니다,0,5
2778,음악 스트리밍해서 쓰고 있는데 와이파이 연결안한 상태인데도 재생시작 초 사이에 잠깐 끊기는 소리 들려요 예전부터 그랬었는데 업데이트 해도 계속 계선되질 않네요 듣는데 그렇게 문제 되진 않지만 들을때마다 계속 신경 거슬리네요,0,5
2797,네트워크 문제로 로그아웃 된 상태로 로그인 안돼서 비밀번호 바꿨는데도 지금 안된다는데 지금 뭐하는건지이딴식으로 처리하지말고 빨리 해결좀 부탁드립니다,0,5
2804,로 업뎃하고 네트워크 연결을 제대로 못하네요폰 재 부팅도 하고 에어플레인도 해보고 별 짓을 다해도 안돼요로그인도 안된다고 재 시도 엄청하고 그러다 로그인돼도 플레이하면 네트워크 연결안됨,0,5
2828,데이터도 잘 터지는데빨리 좀 고쳐주세요ㅠㅠ,0,5
2866,안테나 만땅에 엘티이가빵빵한데 그리고 게임이든 인터넷이든 다 잘 들어가집니다 지니가 를 바꾸고 나서 점점서버 관리든 조취를 취해주십시오 보라는 뜻으로 별 개 줍니다,0,5
2894,제 데이터나 와이파이에는 문제가 없는데도 말입니다,0,5
2932,네트워크 지연 스트리밍 접속 실패 저런 말 나오면서 노래 재생하는데 최소 초 걸리네요길면 분은 그냥 넘어가고 진짜 년전 제가 쓰던 폰 보다도 느리고 음질을 높은 거 써서 그런건가 하고 제일 낮은 음질로 바꿔도 변한 건 없고 기분좋게 노래 들으려 하다가 답답하고 짜증난 상태로 노래 듣네요,0,5
2933,진짜 돈 받고 써야 하나라는 생각도 하고 도대체 언제쯤이면 네트워크 지연 스트리밍 접속 실패 그런 말 안 나오고 바로바로 노래를 들을 수 있을까요 업데이트를 하면 할수록 저런 증상이 더 심해지고 노래 재생 하려다가 자기 혼자 뜬금없이 로그아웃되고 진짜 제가 써본 음악 어플 중에 최악인거 같습니다,0,5
2934,그리고 지니팩 사용하면 데이터 소모가 안된다는데 정확히 데이터가 차감되는 게 아닌지도 궁금합니다,0,5
2973,와이파이 잘터지고 데이터도 무제한이라 부족하지도 않은데 음악을 듣다가 갑자기 네트워크가 원활하지않다고 뜨면서 로그인도 안되고 접속도 안되고 삭제했다,0,5
2975,공지사항을 보고싶어도 연결이안된다고만 하니 어플을 사용을 할수가 없게하네요ㅠㅜ,0,5
2976,빠른시간내로 점검 부탁드립니다,0,5
2997,아이폰과 패드 같이 쓰고 있는데 전에는 아이패드셀룰러 문제 없이 작동했는데 지금은 계속 네트워크 오류가 납니다 아이폰에서는 정상 작동하구요,0,5
2998,인터넷 문제인가 해서 다른 어플들 켜보면 정상 작동을 하네요,0,5
3019,스트리밍하려고 들어가면 자동로그인 연결 취소되고 네트워크 문제라고해서 셀룰러 꺼버고 와이파이연결해도 안돼고 혹시나해서 다른 어플 실행하면 네트워크 문제는 아님 지니 빼고 다른건 잘 실행됨 지니만 내가 셀룰러 데이터 쓰라고 줘도 받아먹질 못해서 네트워크 문제라고 계속 실행안되고 핸드폰 전원 끄고 다시 실행해도 안되고 다시 지웠다 설치해도 안되고 이용권 구매하면 뭐하나 앱이 실행안되는데,0,5
3031,년동안 꾸준히 쓰고있었는데 갑자기 와이파이 데이터 빵빵한데 네트워크인식을 못하네요 핸드폰을 껐다켜도 접속 지연 앱을 다시 깔아도 접속 지연 왜 이럴까요,0,5
3047,지니뮤직 업데이트가 떴길래 업데이트를 하고 사용하는데 네트워크가 원활하지 않아서 재요청 중입니다,0,5
3048,라는 문구가 계속 뜨는데 유튜브랑 네이버도 다 켜봤는데 잘 되는 걸 보니 제 폰의 문제는 아닌 거 같습니다,0,5
3078,한번도 불평불만 없이 쓰고 있다가 언제부터인가 다음곡 넘길때마다 버퍼링이 너무 심하게 걸리네요네트워크가 불안하다고 뜨구요,0,5
3132,그렇지만 인터넷 문제 때문에 모든 노래를 으로 듣는 저로선 앱을 켤 때마다 마이페이지에 들어가 지니 저장곡을 누르는게 여간 불편한 일이 아닙니다,0,5
3193,네트워크연결이 원할하지않다고 연결이 안되여 다른앱 정상작동 하는거보니 그건아닌거같은데 말이죠,0,5
3198,네트워크 문제라는데 데이터로도 해보고 여러 와이파이로도 해봤는데 되지않습니다,0,5
3199,전혀 다른 앱들은 잘 실행 되지만 지니만 실행이 안됩니다,0,5
3262,인터넷은 잘되는데 지니만 네트워크가 안된다고 오류뜨네요,0,5
3263,가 업데이트 된 걸 혹시 모르시고 계신건가요 잘쓰다가 업뎃이후로 다른 인터넷은 잘되는데 지니만 네트워크 오류가 계속 뜨고 음악재생이 전혀 안되네요 앱을 지웠다가 재설치하면 될 줄 알고 재설치했다가 지금까지 열심히 모아둔 플레이리스트도 다 날아가바렸어요,0,5
3347,네트워크 못잡아서 로그인이 안됩니다ㅠㅠㅠ,0,5
3348,다른 인터넷 연결 다 잘돼는데 왜 항상 지니만 이럽니까 업데이트 후에 너무 심해졌어요,0,5
3349,내 돈 내고 노래도 못듣다니해결 좀 해주세요,0,5
3359,아침까지만 해도 와이파이 없이 지니 저장곡 곡이 잘 재생 되는거 같더니 오늘 갑자기 오후 로그인도 자동으로 와이파이 있는곳에서도 풀리고 지니 저장곡 을 들을라면 로그인과 와이파이가 있어야 한다고 뜨네요,0,5
3418,아니 맨날 집에서 와이파이로 지니 재생시키는데 이틀 전부턴가 갑자기 노래가 안 틀어지길래 우리집 와이파이가 이상한가 확인해봤는데 유튜브나 네이버는 다 들어가집니다,0,5
3419,그런데 지니만 재생이 안되길래 혹시나 해서 데이터 켜서 재생시키는데 데이터는 잘만되네요 무슨 현상일까요,0,5
3421,계속 연결 중이라고만 뜨고 다른 곳 와이파이도 써봤는데 역시나 안되더군요 저의 문제가 아닌 것 같습니다,0,5
3427,자꾸 네트워크에 연결되어있지 않다고 하고 로그인을 하려해도 안돼요 데이터가 부족한것도 아니고 원인이 있는것도 아닌데요 그러고 시간이 지나면 혼자 괜찮아져있네요,0,5
3446,네트워크가 되는데 안된다고 하는데 이게 무슨경우죠,0,5
3475,잘 쓰고는 있는데 가끔씩 자꾸 네트워크 오류라면서 혼자 로그아웃되더니 로그인도 안되고 접속도 안되고 난리네요 매달 정기권끊는데 솔직히 이럴때마다 짜증납니다,0,5
3483,데이터가 없는것도 아니고 있는데 이러네요,0,5
3499,지니를사용한지 좀되었는데잘되다가 갑자기 한번씩 네트워크오류라고뜨면서노래재생이되지않습니다,0,5
3534,네크워크 오류로 접속이 지연된다는 안내 메시지가 계속 뜨고 노래 재생이 안되네요 한두번이 아닌 것 같은데 오류 수정 부탁드립니다,0,5
3538,네트워크 오류 긴급합니다,0,5
3539,아니 업데이트는 많이 하는것 같은데 끊기는건 그대로네요 거짓말 안하고 일주일에 번은 네트워크 오류라고 끊기거나 무한로딩 걸려요,0,5
3541,지금도 제일 많이 쓰는 출근시간인데 거의 분동안 네트워크 원활하지 않다고 안켜지고있어요,0,5
3604,네트워크 오류라고만 뜨고 네트워크 문제라고 떠서 데이터 했다가 와이파이로 했다가 왔다갔다 해봐도 동일하고 다른 어플은 다 실행되는데 지니만 안되는걸로 봐서는 데이터가 안터지는 것도 아닌데 매달 돈내고 쓰는건데 매번 이렇게 불편해야하나요ㅠㅠ,0,5
3610,근데 갑자기 다른 앱들은 다 잘만 되는데 지니 앱만 네트워크 지연으로 음악 재생이 아예 안돼요 ㅠㅠ 제 돈 내고 음악을 못 들으니 너무 속상하네요 개선 부탁드립니다,0,5
3619,네트워크 문제라는데 아니 다른건 다 잘되는데 문제가 많네 왜그러는거죠,0,5
3622,그냥 어플 실행할동안 안꺼지고 로딩 안걸리고 네트워크 오류만 좀 없었으면 하네요,0,5
3654,스마트 다운로드랑 무제한 음악 이용권 사용중인데스마트 다운로드로 체크해서 다운로드 한다음데이터나 와이파이 끄고 지니 저장곡 가서 노래 들으려 하면 와이파이나 데이터 연결하라고 하네요,0,5
3660,지니만 몇년째 이용중이고 무엇보다 음악하는 사람 입장에서 그동안 모아온 플레이리스트들을 놓치 못해 네트워크연결 안돼도 어떻게 와이파이 잡아서 써보려 했는데 불편해서 정말 힘들어요,0,5
3661,고객센터 문의 해보니 고객들 핸드폰 탓만 할뿐상담은 친절히 잘 해주셨지만 저희쪽에서는 잘 돼서 해드릴 수 있는 부분이 없다고 하시는데 저같은 네트워크 오류 이용자가 없는것도 아니고 꽤 많은거 같은데 아직 까지 개선되지 못한 점이 너무 아쉽네요,0,5
3689,데이터로 해도 다른 앱들 다 잘되는데 지니만 아 빡추춰아 어케 해줘요,0,5
3690,데이터 잘터지는데 왜 네트워크가 안된다고 하는거지 진짜 이해할 수가 없어요,0,5
3710,출근길에 잘되다가 갑자기 네트워크 재요청한다고하고 유튭이나 그런건 잘되는데 유일하게 이것만 안됩니다,0,5
3719,년간 사용하면서 네트워크 오류가 한두번도 아니고 정말 수없이 많았습니다,0,5
3721,몇 달 간격으로 자꾸 라는 메세지와 함께 네트워크 오류가 뜨는데 네트워크 어디에도 문제가 없으니 지니뮤직에 문제가 있는게 확실하겠죠,0,5
3728,출근길에 음악 잘 듣다가 안 나와서 봤더니 계속 로딩중이고 네트워크 연결이 안 좋다고 로그아웃되고 다시 로그인 시도해도 로그인 자체가 안되네요폰 자체에 데이터가 안되는거면 다른 어플들도 안돼야되는게 정상인데 지니어플만 그래요ㅠ,0,5
3789,근데 네트워크가 약하면 그걸 잡질 말던가왜 자꾸 로그인을 다시하라고 하는지 ㅋㅋ로그인 다시하면 약한 신호가 세지기라도 하는건지 개 어이없는 대처방법 진짜 너무 짜증나요,0,5
3790,몇주에 한번씩 네트워크가 잘 안잡힌다고 재 로그인 하려면 확인 누르라고 창이 뜨는데 운전 중에 그걸 잘못 눌러서 확인 누르면 다시 로그인 하느라고 신호 빨간 불 일때까지 노래도 못듣고 진짜 짜증나요,0,5
3791,대처방법이 왜 이따구인지 ㅋ그냥 네트워크신호 다시 잡을때까지 기다려주세요 라고 뜨는게 깔끔 할듯 왜 강제로그아웃 시키려고 하는지 노답일세,0,5
3824,며칠째 잘 듣다가 음악 끊겨서 보면 네트워크가 원활하지않다고 재요청중이라며 계속 노래 듣고싶을때마다 못듣고 ㅎㅎㅎㅎ 서버 응답 원활하지 않다며 자꾸 재생이 안되네요 예전에도 몇번 그러더니 로그아웃이 시도때도없이 되서 재로그인하게하고요노래듣고싶을때마다 요즘 계속 못들어서 화나네요,0,5
3825,제 핸드폰이 문제인가 했는데 무제한 데이터에 와이파이도 빵빵하고 다른 어플은 아무문제없이쓰는데 제 폰이 문제있을리도 없고요 다른걸로 옮겨야겠어요,0,5
3910,잘 쓰고 있었는데 갑자기 네트워크 오류라면서 로그인 다시하라고 뜨길래 다시 하려고 했더니 로딩되는척 하다가 마네요,0,5
3912,아이폰 데이터 무제한 쓰는데요 비 오는 날에는 네트워크 연결이 안 된다면서 버벅대고 오늘 아침에도 버벅대길래 출근 길에 노래를 하나도 못 들었는데 포털사이트 검색어에 뜬 걸 보니 저만 문제 있었던 건 아닌 것 같더라고요 다른 음악 어플 쓰다가 통신사 제휴때문에 지니로 갈아탔는데 네트워크 연결 문제 좀 신경 써 주시면 감사하겠습니다,0,5
3922,멜론 사용하다가 예전에 지니뮤직 괜찮았었던것같아서 갈아탔는데 네트워크 오류로 출근길 내내 로딩창만 보고있었어요ㅠㅠ,0,5
3923,처음에는 제 핸드폰문제인가 싶어 다른것들 다 실행해봤는데 지니만 안되더라구요,0,5
3926,비밀번호는 그렇다쳐도 네트워크 오류나는건 제발 고쳐주세여,0,5
3977,업데이트 이후 네트워크가 원활하지 않아 접속이 지연된다고 로그인도 되지 않는데 왜 이런거죠,0,5
3979,네트워크가 원활하지 안데요,0,5
3991,와이파이에서 데이터처럼 잘 재생 할수있게 해주세요,0,5
3992,와이파이에서 지니뮤직으로 음악 재생 하면 잘되가 시간 지나면 재생이 잘안되요 와이파에서만 그래요 데이터에서 하면 잘되요,0,5
4006,최근들어 네트워크 연결이 계속 안된다고 해요,0,5
4007,핸드폰 문제겠거니해서 껐다 켜보기도하고 앱을 지웠다 깔아보기도했는데 너무 자주 반복적으로 문제가 발생해서 리뷰남깁니다ㅜㅜ,0,5
4057,제가 스마트폰 쓴지 년 만에 처음으로 리뷰를 달아보네요 리뷰 달 마음이 없다가도 생길정도로 통신 오류가 요즘 아주 제대로입니다,0,5
4059,제 폰이 인데 지니팩쓰다가 하도 이런 오류가 많아서 데이터 무제한인게 아까울정도라 지니팩 해지하고 일반 요금제 쓰는데 아직도 오류 매우 심하고오늘은 퇴근길도 버퍼링때문에 노래 한곡도 못듣고 들어와서 빡쳐서 글남깁니다,0,5
4060,통신 안되는데 사는것도 아니고 심지어 서울 강남구 회사 강남구 집인데도 안되는건 진심 문제 아닌가요,0,5
4081,어플자체에 문제가있는건지 앱키면 지니로고 무한로딩에 잘 듣고있는데 갑자기 노래끊기더니 네트워크가 연결되있지않다고 뜨면서 아예먹통이되네요네트워크 저 맨트 뜰때 혹시 몰라서 딴어풀이나 네이버구글 등등 켜보면 잘만터집니다 ㅡㅡ,0,5
4083,지금도 듣다가 또 네트워크가 연결안되있다고 끊기네요 나무 화딱지나서 글쓰네요,0,5
4102,네트워크 원활하지가 않다고 안되요페북 유튜브 전화 다 잘 돼는대지니만안됨,0,5
4104,노래검색 할때마다 네트워크 불안정이라고 뜨네요,0,5
4121,아이폰 업데이트 하면 다른 어플은 소리 잘만 나오는 데 이 앱만 안나오는 게 한두번도 아니고 심지어 통신도 안 될때가 많았음,0,5
4122,케이티통신이 아작 났나 급하게 유투브키면 잘만 나옴 탑도 오지게 업데이트 안돼서 손수 요즘 유행하는 노래 찾아듣기도 함,0,5
4129,주로 와이파이 안되는 장소에서 패드로 들어서요 곡 다운받고 원하는 노래 선택하기 너무 힘들어요,0,5
4133,노래 들을려는데 네트워크 지연상태로 재요청 중이라고 하질 않나 돈은 돈대로 나가고 노래를 좀 들을려니까 듣지도 못한다하네요ㅎㅎ,0,5
4134,대체 무슨 네트워크를 쓰시는데 노래도 못듣고 로그인도 안되고 되는게없눈건가요 ㅠㅠㅠ 와이파이 문제도 아니고 제 핸드폰 문제도 아닌듯 싶은데 ㅠ 해결 좀 해주세요,0,5
4142,어제까지 잘 썼는데 지금 노래 들으려고 하니 네트워크가 불안정하다고 안되네요 ㅠㅠ,0,5
4143,데이터 무제한이라 데이터로 앱 실행한건데ㅠㅠ 그리고 지니뮤직앱 말고 다른 어플들은 다 실행 되고 카톡이나 페북도 다 잘되는데 이 앱만 실행이 안되네요,0,5
4189,와이파이로 할때는 로딩이 잘 되지만 데이터가 있는 상황임에도 불구하고 네트워크 차단 상태라고 뜨며 노래재생이 되지 않습니다,0,5
4257,업데이트 이후로 하루에도 몇번씩 네트워크가 원할하지않다는 메세지가 뜨면서 음악 재생이 아예 불가능해요,0,5
4258,참고로 기종은 아이폰이고 데이터 무제한 입니다,0,5
4285,와이파이든 데이터든저는 무제한 데이터 사용 중입니다,0,5
4295,네트워크가 매우매우 정상이여서 작동이 잘되는데 지니뮤직만 네트워크가 원활하지 않다면서 자꾸 끊기네요,0,5
4296,혹시나 해서 유튜브나 메세지 등도 해보았는데 매우 잘됩니다,0,5
4297,지니뮤직만 그러네요,0,5
4306,몇년간 잘쓰고있었는데 갑자기 네트워크가 불안정하다며 로그인도안되고 아무것도 안됩니다,0,5
4307,다른 앱들은 아무 문제 없이 잘되는데 지니만 그래요ㅠㅠ진ㅋ자어ㅜ우ㅠ루ㅠㅜㅜㅜㅜ왜이런걸까요 핸드폰의 문제일까요,0,5
4331,노래 잘 듣고있는데 갑자기 네트워크가 원활하지 않다고 하면서 노래 재생도 안되고 들어가지지도 않고 혹시나 업데이트 해봤는데도 안되네요 ㅠㅠ,0,5
4332,제 네트워크는 문제되는ㄱㅔ 업ㄱ어요ㅠㅠㅠㅠㅠ,0,5
4337,노래들으려고 키면 대기화면 로딩만계속뜨거나 와이파이데이터 다 잘 터지는데 노래가 재생이안되는경우가 너무 자주일어나요 멜론앱도 깔려있어서 와이파이가 끊기나 하고 확인해보면 멜론은 잘되거든요,0,5
4342,네트워크 연결 안된다면서 음악도 안나오고 로그인도 지연되는 답답한 상황은 기기문제인가요 어플문제인가요 다른 앱들은 다 잘 되는데 지니는 종종 이렇게 애태우네요,0,5
4345,새벽마다 운동하면서 사용하는데 오늘 갑자기 네트워크 연결 오류가 떠요,0,5
4346,와이파이와 데이터 연결시 둘 다 오류가 떴어요,0,5
4376,매일 네트워크 지연뜨고 로그인도 안되고 개판입니다,0,5
4402,통신사 네트워크 연결안태나가 가득 차있어도 와이파이 연결을 하여도 지속적으로 그러더군요업데이트하면 나아지겠지,0,5
4470,네트워크 오류가 자주 뜨네요 데이터 문제나 그런건 아닌게 다른건 너무 잘 되는데 지니만 안되요 와이파이나 데이터 모두 너무 정상인데 그러네요 아이폰입니다,0,5
4505,인터넷으로 들어가도 그러던데해결 좀 하세요,0,5
4506,가끔 네트워크연결이 안된다고해서 데이터로도 해보고 와이파이로도 해봤는데 계속 노래 재생이 안되고 로그인도 안되네요,0,5
4512,데이터를 써도 렉걸리고 와파 빵빵해도 렉걸리고 폰이 이상한가해서 멜론 켜보면 멜론은 바로 재생되고 진짜 렉 개선 좀 해줘요,0,5
4516,네트워크 문제로 접속이 지연된다는 말만 분이 넘어가며 노래 재생이 안 되는데 해결 부탁드려요 매번 그런 식으로 노래 안 나오면 기다렸는데 요새 횟수가 빈번해진거 같아요,0,5
4518,무슨 이유 때문에 네트워크가 지연되는지도 모르겠고 설명도 없고,0,5
4532,아까부터 계속 들어가면 네트워크 상태가 원활하지 않다네여 딴건 다 되는데 ㅠ,0,5
4533,와이파이 상태에서는 모든 메뉴가 사용 가능하지만 데이터로만 사용 했을때는 네트워크가 불안정 하다며 앱 사용 자체가 안됩니다,0,5
4559,어쩔 수 없는 사정상 지니앱을 이용하는데 진짜 툭하면 네트워크 오류떠요 그래서 툭하면 노래 끊기고 한참 지나야 노래가 나와요 앱 시스템에 대한 안정화는 어디다 갖다버린건지심지어는 상황인데도 오류라고 뜹니다,0,5
4560,이러니까 타사와 비교 안할래야 안 할 수가 없잖아요 네트워크오류 떠서 하라는대로 다 해도 오류 엄청나니다 제발 좀 앱 자체 안정화에 신경좀 쓰세요,0,5
4562,수년째 이용하는데 네트워크 불안정하다고 뜬게 요새 더 잦아요,0,5
4573,엘티이 잘만되는데 지니만 갑자기 네트워크 문제라며 노래가 중간에 안나와요 그리고 다시 재생하려고 앱실행하면 렉도 너무 심하구여 앱 렉이랑 중간에 음악 멈추는 문제 빠른 해결부탁드립니다,0,5
4574,최근까지 만족하며 이용하고 있었는데인터넷 연결이 되어있음에도 불구하고 지니저장곡이 재생목록에 추가되지 않아 오프라인에서 노래를 감상할 수 없었고 검색해도 바로 결과가 뜨지 않고 오류창이 뜹니다,0,5
4649,다 좋은데 요새 계속 네트워크 원활 문제로 재생이 안됩니다,0,5
4650,왜그러는건가요쟤 네트워크가 안된다고 하기에는 나머지 부분들이 다 잘 되어서 어이가없습니다,0,5
4715,내트워크 오류라뜨는데 다른 같은건 실행이 잘되네요,0,5
4721,계속 지니 사용하고 애용하던 사람인데 어느순간부터 이러네요 데이터 문제도 아니더라구요,0,5
4779,서버가 연결 안되있다는 오류나 네트워크가 원활하지 않아서 재요청 중입니다,0,5
4782,엘티이를 틀어도 노래 재생이 안되는걸 보면 인터넷 속도 문제가 아닌것같은데 왜이렇게 오래걸리나요 비교하기는 싫지만 다른 음원사들보다 너무 너무 느리네요,0,5
4786,음악 스트리밍 어플로 지니만 계속 쓰고있는데 한번씩 연결이 잘 안되네요 지니 어플 처음 실행할때 꽤 자주 오류가 나는데 어플 재실행해도 안되고 폰을 껐다가 켜야지만 제대로 됩니당아이폰인데 제 폰의 문제인건가요,0,5
4793,네트워크 문제인지 로그인조차 제대로 되지 않을 때가 많고 재생목록에 삭제버튼 없앨 생각 할 시간에 어떻게하면 서버 문제 개선할지 부터 생각해주세요,0,5
4796,갑자기 음악이 안나오더니 지금까지 로그인이 안되네요 네트워크 불량이라고 하는데 지니 외에는 인터넷 잘 되고있어요,0,5
4806,노래듣는거 안돼서 로그인 다시 하려했더니 네트워크 이상하다면서 안된다함 다른앱은 다 되는데 유튜브도 되고 뭐죠 결국 삭제했다,0,5
4864,다른 어플 다 잘 돌아가는데 뭔 네트워크 오류 탓입니까 안내 문구부터 수정 하세요,0,5
4873,노래를 듣다가 다음 곡으로 넘어가려는데 바로 바로 넘어가지 않고 자꾸 네트워크 연결이 원활하지 않다고 하네요,0,5
4876,카톡이고 뭐고 다른것들은 다 상관이 없는데 지니만 몇번씩 재생중에 자꾸 네트워크 연결이 안된다고 하네요,0,5
4922,요즘들어서 계속 분 네트워크연결이 불안정하다도 나오네요,0,5
4923,다른 어플들이랑 인터넷들은 잘만 되는데 퇴근시간에 들을려고 결제하고 듣는데 계속 이렇게 네트워크 불안정으로 노래가 나오다가 끊기고 아예 접속도 안되고 로그인도 다시하려고 하도 노래분듣기는 나오는데 로그인은 안되고 계속 그 화면에서 멈춰있어요,0,5
