,document,label,label2
1069,문의 좀 남겨보려구요ㅜㅜ 조기축구 가는 길만 해도 잘 듣다가 볼 차는 시간동안 핸드폰 꺼뒀다가 다시 핸드폰 키구 지니 어플 들어가니 로그아웃 되어 있어서 로그인 하니까 노래가 하나도 없네요ㅜㅜ,0,2
1077,근데 요즘 계속 만들어놓은 앨범이 무작위로 삭제가 되는 것 같아요,0,2
1078,좋아하는 노래들 모아서 만들어놓은 앨범인데 갑자기 사라지니 황당하기도 하고 슬프기도 했습니다,0,2
1091,저는 계정을 혼자 쓰지 않아서 지니에 있는 계정 플레이리스트에 안 넣고 로컬 플레이리스트 그 핸드폰 안에서 계정바꿔도 남아있는 로컬 플레이리스트에 넣어놨어서 담기 누르면 원래 둘중 하나 선택이 가능했는데 갑자기 로컬이 사라졌네요,0,2
1121,그만큼 자주 끊기네요 ㅎㅎ,0,2
1183,방금도 목록을 교체하고 재생 버튼 눌러버려서 목록 다 지워졌어요,0,2
1250,다른건 다 좋고 괜찮은데 제가 지니를 년정도 썼는데 예전엔 안그랬는데 요즘따라 자꾸 끊겨요 제가 재생목록에서 선택곡으로 재생해서 항상 듣거든요,0,2
1279,이건뭐허구헌날 튕기고 끊기고 이젠아예접속불가네 코로나때문에 재택인구증가로 사용량이많아지면 서버를더늘리던가 개선을 해야될거아니야 지금이상황을보고도 노력했다고하지마,0,2
1330,기능이 왜있나 싶을 정도로 안와요 해당 기능 확인 좀 부탁드려요ㅠㅠ,0,2
1365,노래를 듣다가 좋아서 유사곡을 들으려고 하면 노래스타일이 너무 달라요 발라드였는데 연관추천에 뽕짝거리는 팝송이나 그런게 좀 있어요,0,2
1366,라디오 선곡도 가끔 그런게 있더라구요,0,2
1458,노래를 듣는 도중 다음곡으로 넘어가거나 다른노래를 선택해서 들을 경우 자주 버퍼링이 걸리는 모습이 보입니다 스트리밍을 재접속한다는 그런 문구가 뜨는데 지니를 오래 써본 사람으로서 요근래 계속 이런 문제가 있다보니 짜증이 나기도 합니다,0,2
1481,핸드폰 구입 후에 한달 이용 후 이번달에 재결제 사용 중이던 와중에 제가 어플을 잠시 삭제하고 깔게 되었는데 아이디와 비밀번호를 찾을 수가 없네요ㅠㅜ,0,2
1517,가끔씩들을려고 들어가면 로그인을다시하라고 하네요,0,2
1540,로그인이 계속 해제되는데 엠넷 사용할땐 다시 로그인해도 전에 듣던 플레이 리스트 그대로 있었던거 같은데 플레이리스트 만들어서 저장해서 다시 듣지만 뭔 이유도 없이 로그아웃은 짜증나요,0,2
1544,다름이아니라 다음곡으로 넘길때 로딩이 너무 길어요ㅠㅠ,0,2
1546,로딩이 너무 길어요ㅠㅠ,0,2
1575,지금 분째 로그인 버튼만 계속 누르고 있습니다,0,2
1577,제가 트위터 연동으로 계정을 만들었는데 실수로 로그아웃을 했어요,0,2
1578,그래서 다시 로그인하려했는데 갑자기 트위터 연동이 안돼요 진짜 너무 답답해 죽겠서요ㅠㅠ,0,2
1579,로그인 안해도 본인인증으로 그 계정 이용권 해지해주실수는 없나요ㅠㅠ,0,2
1598,앱로그인도 다시해야하구요,0,2
1609,음악 검색할때 들려줘도 잘못찾는거 같아요,0,2
1610,깨끗한 음원을 들려줘도 그러고요 그래서 검색용으로 다른 뮤직어플을 깔거나 네이버에 검색하는게 다반수에요 업데이트 할때마다 달라졌겠거니 기대해보지만 그대로네요 개선해주세요,0,2
1673,우선 답글 기능부터 해결해주세요ㅜㅜ,0,2
1678,진짜 너무 짜증납니다 아이폰 사용자인데 이용권 사용중이였는데 갑자기 자동으로 로그아웃이 되던데 다시 들어갔더니 탈퇴된 계정이라고 뜨고 다른폰으로 들어갔더니 사용 가능하고 다시 쓰는폰으로 들어갓더니 계속 탈퇴된 계정이라고 뜨네요,0,2
1739,왜 유튜브보다 느려요ㅠㅠ,0,2
1834,예전에 좋아요 누른 곡이 사라졌어요 무슨일이죠 버그인가요,0,2
1856,진심 지니뮤직 스마트폰 사용하면서 써오고 매번 출퇴근길에 오류나도 불평없이 그냥저냥쓰고 대부분 멜론쓰는데도 지니뮤직 고집하는데 요즘들어서 계속 신버전으로 업데이트하는데도 불구하고 다음곡으로 넘어갈때 로딩이 너무 오래걸려요,0,2
1857,저만 그런가요업데이트를해도 개선 되지가않고 다른음악들을때 한참 기다려야하네요,0,2
1864,현재까지 잘 사용중이었는데 언젠가부터 곡을 연속으로 넘길때 자동으로 정지가 되고 재생을 눌러도 버퍼링표시가 계속나고 재생이 잘 되지 않습니다,0,2
1930,노래 정지 다음 곡 자동재생과 같은 렉 좀 없애주세요 ㅠㅠ,0,2
1946,순간적으로 흘러나온 음악 노래들 있잖아요 카페 라디오 등등 노래를 찾고싶어서 지니 이용하는데참노래를 못찾아요,0,2
1959,진짜 별 문제 아니면 계속 쓰려고 했는데 어제부터 갑자기 끊기네요 업데이트를 해도 똑같은 이유가 뭐죠 노래를 툴면 끊기고 틀면 끊기고 어제는 너무 짜증나서 폰도 그냥 바닥에 던졌는데ㅋㅋ 업데이트를 해도 나아지지도 않고 대체 이유가 뭐죠 왜 끊기죠 아이디 결제도 안 밀리게 하고 혜택이 바뀐 것도 없는데 진짜 사용하는데 너무 짜증나요,0,2
1960,최신곡이 계속 올라와서 좋긴한데 툭하면 에러뜨고 서버끊기고 인테넷 연결 안좋다면서 노래꺼지고 짜증나 죽겠네요,0,2
1966,갑자기 로그아웃 됐습니다,0,2
1967,로그인 하려고 비밀번호 찾기를 해도 페북 연동이라 페북에서 비밀번호 찾으라 하는데 어떻게 찾는지도 모르겠구요 ㅋㅋㅋ,0,2
1989,다만 자꾸 스스로 로그아웃되네요 로그아웃 하지도 않았는데 회원정보가 유효하지 않다고 자꾸 재로그인하라고 떠서 너무 진짜 불편해요ㅠㅠㅠㅠ,0,2
2024,이번에 업데이트하고 나서 일간 앱에 들어가지지도 않아서 지우고 다시 깔았는데 제 노래 목록이 다 사라졌네요,0,2
2025,아니 목록의 동기화가 이뤄져야 하는 부분이 아닌가요 제가 좋아하는 노래 리스트들이 다 사라져서 진심으로 속상하네요 동기화할 수 있는 방법이 있으면 좀 알려주세요ㅜ,0,2
2040,가끔 음악 턴 넘어갈때 버퍼링 걸리는 문제있어요,0,2
2072,제가 페이스북으로 지이아이디 연동하여서 만들어놓았는데 잘못 로그아웃을 했습니다,0,2
2073,그 이후 페이스북 인증이 되지 않아서 지니뮤직을 이용하지 못하고있는데 지니뮤직 비밀번호는 해당 에서 비밀번호를 찾아야한다고 하네요,0,2
2075,비밀번호좀 찾아주세요,0,2
2076,제 아이디는 입니다,0,2
2106,가끔씩 저절로로그아웃 될때가 있었는데 좀전에도 노래 들을려고 들어갔더니 또 자동 로그아웃 되어있고 로그인 하려니까 아이디랑 비밀번호가 틀렸다고 해서 아이디 비밀번호 찾기 누르고 하는데 제 번호랑 정보를 입력해도 자꾸 없는 사용자라고만 나오네요,0,2
2124,어플자체의 문제인지 데이터서버의 문제인지 확인하시고 업그레이드바랍니다,0,2
2140,뮤직허그를 틀어놓고 자동잠금이 되버리면 노래가 처음부터안나오고 앞에가 끊겨서 나오는데 왜그러는건가요 ㅠ 업데이트전에는 자동잠금되어도 잘나왔었는데요ㅠ,0,2
2150,달 전 업데이트 진행한 후 지니 뮤직의 버벅거림이 심해졌어요,0,2
2151,노래 재생 후 다음 곡으로 넘어갈 때 잘 안넘어가고 특히 빠르게 다음 곡으로 넘길 때가 심합니다,0,2
2152,계속 버퍼링 뜨고 다음곡으로 넘어가다가 안넘어가져서 재생 중단되기도 하네요 재생버튼을 번을 누르면 그 때서야 재생되어요,0,2
2158,노래들으면서 카톡 페북 등 다른어플들을 사용하기 힘들정도로 버벅임이 심해졌습니다,0,2
2184,렉이 이렇게 자주 생기는데 왜 개선을 안하시는지꼭 출근 시간 대에 버벅거리네요 로그인조차도 안되는 게 말이 되나요 월정액 끊어놓고 듣는데 노래 재생 안되는 시간만큼 보상해주실 건가요,0,2
2203,전에는 한 번도 안그랬는데 최근 업데이트 이후로 로딩도 오래걸리고 반응속도가 너무 느려요ㅠㅠ,0,2
2204,곡 재생 화면에서 오른쪽 위 점 세 개 눌렀을때 곡정보 뜨는것도 한참걸리고 다음 노래로 넘기기 눌러도 한참뒤에 반응해요,0,2
2205,이것 말고도 전체적으로 계속 렉걸리는 느낌입니다 지니 항상 잘 쓰고 있는데 이런 부분만 보완되면 좋을것 같습니다,0,2
2209,렉이 너무 심해졌어요 ㅠㅠ,0,2
2236,이건 무슨 기준으로 안 뜨는거죠,0,2
2256,제 폰만 그런 건진 잘 모르겠으나 가끔 노래를 듣다가 초 부근에서 노래가 살짝씩 끊겼다가 재생되네요 한두번만 그러면 이해하겠는데 간헐적으로 이 증상이 발생하니 불편합니다 ㅜ,0,2
2286,음원 마음대로 들을수도 있고ㅋ 근데 이게 간헐적으로 버퍼링이 경우가 있네요,0,2
2287,예를들어 앨범에서 앨범으로 넘어갈때나 그럴때 버퍼링이 살짝 걸리긴 하는데 이정도는 음악듣는데 뭐 그렇게 큰 지장까지는 없지만뭐ㅋ 지니 짱,0,2
2288,계속 그런건 아닌데 가끔씩 지니뮤직 로딩이 엄청오래걸리고 노래재생이 안될때가 있어요,0,2
2305,들으면서 웹서핑하면 뚝 튕겨서 재시작되고 몇 번인지도 모르겠네요,0,2
2316,정말 잘 사용하고 있었는데 업데이트 후에 약간 문제가 있어서요데이터를 키고 앱을 실행시키면 자꾸 로그아웃이 됩니다,0,2
2317,로그인을 하려고 하면 로그인도 안되고몇번 계속 나갔다 들어갔다 반복해야 되더라구요,0,2
2322,그런데 유사곡 추천 부분이 어떤 기준으로 되는것인지 노래 분위기가 비슷하지는 않더라구요,0,2
2336,어플 실행 시 서버에서 응답이 원활하지 않습니다,0,2
2342,때는 지니로 노래를 틀면서 다른 앱 작업을 해도 렉이 전혀 걸리지 않았는데 로 업데이트를 했더니 갑자기 렉이 좀 심하네요,0,2
2393,아이패드 프로 유저인데 아이폰으로 듣다가 패드로 들으면 본인인증하라고 뜨고요 패드에서 본인인증하면 아이폰에서 본인인증하라고 뜹니다,0,2
2408,업데이트 후 스트리밍 접속이 너무안됩니다,0,2
2409,상태에서도 접속이 자꾸 끊깁니다,0,2
2485,한달에 두번꼴로 음악이 재생이 안되노 제발 좀 서버 관리 좀해라,0,2
2486,서버 관리 좀 해요,0,2
2506,돈은 빠져나갔는데 이용권구매실패라면서 이용권 구매도 안됐고 돈만빠져나갔어요,0,2
2507,환불좀해줏여 ㅠㅠ 내 구천원 ㅜ오류였나보네요 사랑핮니다 지니뮤직,0,2
2515,글고 아직 업데 안 했는데 리뷰 보니 저장곡 다 날아갔단 말이 있는데 그러면 업뎃하기 매우 싫어집니다 예전 네이버 뮤직도 그래서 난리났었는데요 새어플 자동 업뎃 된 사람들 저장곡 다 날라가서요 구어플도 계속 사용 가능하게 해주세요,0,2
2517,이번에 지니뮤직도 업데이트하고 도 업데이트 해서 그런지 모르겠지만너무 끊깁니다,0,2
2518,진짜 너무 많이 끊겨요노래도 자꾸 틩기고 갑자기 다음 노래로 넘어가고 저만 그런줄 알았더니 아닌거 같아욤 지니 뮤직만 계속 써왔는데 빨리 업데이트 해주세요,0,2
2528,자꾸 뚝뚝 끊기고 로그인 풀리고 다음곡으로 넘길시 딜레이가 많이 되는거 같아요,0,2
2530,기능이나 노래도많아서좋긴한데 몇달전부터 버벅거림이나 무한로딩이 가끔생겨서 불편해요,0,2
2531,개발자들고생하시는건알지만 생긴지 오래된느려지는 버그임에도 아직까지도 안고쳐지네요,0,2
2541,갑자기 달라진게 너무 많아서 적응이 힘들고 업데이트 이후 로그인이안됨ㅡㅡ지금 분째하고있는데 안되서 계속 분 미리듣기만 되고 짜증나네요,0,2
2618,그런데 제가 실수로 전체듣기를 누르고 목록을 교체하고 듣기를 선택해버려서 전에 있던 재생목록이 다 날아간거같은데 이건 어떻게 못하나요,0,2
2658,뭔가 전보다 느려졌는데 폰 문제인가요 아이폰 인데 업데이트하고 좀 여러가지 기능 문제가 있긴한데 노래 재생 때 바로바로 안 넘어가고 데이터임에도 불구하고 초 늦게 반응되네요 ㅠ,0,2
2667,다시 깔아보고 로그인도 다시 해봤는데 안고쳐져요,0,2
2669,핸드폰에서 이용권 결재를 하고 동일아이디로 컴퓨터에서 노래를 들을려고 하면 이용권을 결재하라고 뜨네요 컴퓨터에서 이용중인 상품권을 보면 이용중인 상품으로 스마트 음악이 뜨기하는데 노래를 들을려고 하며는 계속 분 미리듣기만 된다고 해요,0,2
2676,제가 재생목록에 분명히 삼천 백 몇 곡 정도 있었는데 어느날 앱으로 들어갈 때마다 곡 수가 계속 줄어있습니다,0,2
2677,무슨 노래가 없어져있는 지도 모르겠구요,0,2
2783,나도구랬음 일단 맨 처음 가입 아이디로 포인트 전송되니까 지금사용하는거에 없으면 아이디찾기해서 아이디찾고 지금부터중요비밀번호 찾기는 안됨,0,2
2785,핸드폰은 또 로그인 오류가나서 지웠다가 다시까는중임더 요금제 개월 뒤에 바꿀수 있어서 그때 멜론가겠심미더,0,2
2790,근데 검색어를 가수나 제목을 입력하잖아요 그런데 그것을 보고 캡쳐를 해서 가수나 노래제목을 나중에 다시 초기화되거나 했을 때 노래를 다운받으려고 검색목록에 들어갔는데 검색목록이 다 안뜨더라구요ㅠㅠ,0,2
2798,원 이용권을 결제하고 바로 노래를 틀었는데 분미리듣기로만 떠서 다시 걸제하는데로 들어가봤는데 무슨 창이 떴는데 제가 그거 누르면 다시 될 줄 알고 읽지않고 확인을 누르고 다시 노래를 틀어도 분 미리듣기더라고요 그래서 다시 결제를 하긴했는데 돈이 번 나간거같은데 확인부탁드릴께요,0,2
2801,지니 정말 좋게 사용중인데 가끔 알수없는 렉이나 자동 로그아웃이 조금 불편합니다,0,2
2810,이번에 외국에서 지니를 이용하려 하는바람에 앱내 스트리밍음악이용권 구매가 중복으로 여러번 결제가 되었습니다,0,2
2811,현재 앱내에서 결제한방식이 아닌 지니홈페이지에서 구입한 월정액권으로 사용하게 되었는데요,0,2
2814,로그인이 지금안되요 계속 안되고 있는데 해결해주세요,0,2
2826,지니 다 좋은데요 듣다가 제가 다른곡을 틀거나 다음 곡으로 넘기면 로딩이 엄청 오래걸려요,0,2
2839,오늘 갑자기 로그아웃이 돼있더라고요 다시 로그인하니까 탈퇴한 회원이라고 뜨고 다시 회원가입하려고 전에 쓰던 닉네임으로 입력했더니 이미 사용 중이라고 뜨네요 애초에 탈퇴한 적도 없는데 왜 탈퇴 처리가 된 건가요 찾아보니 탈퇴한 이메일로는 다시 가입할 수 없다고 하던데 복구 가능한 건가요 빨리 해결되었으면 좋겠네요,0,2
2840,다음 곡 넘어갈때 끊김,0,2
2859,개월꺼 사서 쓴지 주일 됬는데 오늘 들어가보니까갑자기 로그인이 안되있는데요,0,2
2861,그리고 아이디랑 비번도 못찻겠어요,0,2
2865,무한 로딩 반복이네요,0,2
2884,그런데 오늘 보니 전에 듣던 곡들이 싹다 사라진거예요,0,2
2885,폰을 껐다 켜보기도 하고 로그아웃도 다 해봤는데 안돌아와요 정말 허탈하고 허무합니다,0,2
2887,검색도 마찬가지로 검색을하면 노래들이 안나오고 자꾸 노래 모음집만 나와서 노래를 못 찾아요,0,2
2909,음악 없으면 잠이 안오는데 왜 새벽에 오류가 나죠 제발 ㅠㅠ 지금 다시 로그인하라는데 로그인도 못하고 있어요,0,2
2912,로그인이 안되요,0,2
2919,제가 분명 이용권을 결재를햇는데 왜 하루가 지나더니 분만듣기가되죠돈결제를한건데 이렇게되면 전 어쩌나요 아디는입니다,0,2
2938,지니뮤직 결제한지 거의 주 되어가는데 주동안 단한번도 노래가 안끊긴적이 없어요,0,2
2987,근데요새 왜 이렇게 버퍼링이 심할까요 쓰고있는 와이파이나 데이터가 이상이 있나아님,0,2
2988,어플 문제일까 해서 타 음악어플을 같은 조건에서 재생할 때 지니만 음악 선택을 하면 버퍼링 너무 심하네요ㅠㅠ,0,2
2991,리뷰를 보니 저같이 끊기는 현상을 토로하시는 분들이 많은데 답변은 항상 다시 껐다켜보아라,0,2
2993,저를 비롯한 아이폰을 쓰고 있는 주변 지니이용자들이 잠깐씩 노래 중간에 끊긴다고들합니다,0,2
3034,그리고 회원정보 이메일 수정하려고 이메일 인증하기를 눌렀는데도 메일에는 아무것도 온 게 없습니다,0,2
3039,자동 결제 인 줄 모르고 있었는데 월 일부터 결제가 되어있었더라구요,0,2
3068,평소에는 저장곡에 아무런 문제가 없었지만갑자기 저장한 음악들이 사라졌습니다,0,2
3071,너무 잘쓰고 있는데데이터 빵빵해서 웹서핑은 다 되는데 가끔가다가 렉걸리면서 아예 지니 로그인도 안되고 노래도 못듣는 때가 종종 있어요ㅠㅠㅠ 고쳐주세요,0,2
3088,예전부터 지니를 썼었는데 지니 아이디랑 비밀번호를 까먹어서 핸드폰번호로 찾기하려는데 핸드폰 번호를 바꿔서 그런지 안돼네요 ㅠㅠ,0,2
3090,예전에는 잘되기만 했는데 요즘들어 노래를 듣는데 버퍼링이 너무 심하고 한번걸리면 시간도 엄청 오래걸리네요,0,2
3141,제 아이디를 다른 사람이 쓰길래 비밀번호를 변경했는데요,0,2
3142,확인해보니 로그아웃이 되어있지않더라고요 비밀번호변경시 다른 기기에서 자동로그아웃되게 개선해주세요,0,2
3168,재생목록에 이천곡이 넘어가서 플레이리스트를 만들려했는데 진짜 개빡쳐요 곡 겨우 다고르고 확인눌렀더니 하나도저장안됐네요,0,2
3194,몇달전부터 계속 지니팩 으로 지니 뮤직 쓰고 있었는데어느 순간 끊겼어요 ㅠ,0,2
3195,근데 계속 결제 되고 있습니다 ㅠ,0,2
3196,이용권 지니팩으로 구매했는데ㅠ 어떻게 되거져,0,2
3205,이런거 쓰는거 진짜 귀찮아서 아이템 준다해도 안 쓰는데 이건 왜 쓰냐면요 매일 이용하는 앱이 갑자기 너무 느려지고 뻑뻑대는거 짜증나서요 그냥 누르면 느려 뭘 눌러도 느려 음악 삭제하는데 먹통되서 몇번 눌렀더니 음악이 막 두 세개씩 지워져있네,0,2
3230,아이폰을 버전으로 업데이트 이후 앱실행하면 로그인도 안되고 앱 실행이 원활하지 안습니다 수정바랍니다,0,2
3231,로그인이 안되는 문제가 있네요,0,2
3281,계속 노래가 끊기고 다음 곡으로 넘어가는 현상이 발생하고 있습니다,0,2
3302,이거 왜 그런가요년 드라마 인데 왜 듣기가 안돼요다운 이용권 결제해서 다운하려니 그것도 안되고앞으로 계속 듣지도 다운도 못하는건가요,0,2
3303,제가 오늘 유튜브에서 추천하는 앱이길래 깔아서 로그인 할려고 하는데 비빌번호 할수가 없어요,0,2
3304,아니 뭔 얼마나 길어야 비밀번호가 사용가능한지 모르겠내요 최소 자는 쓴거 같은데 정말 하기 어렵내요 수정을 하든지 아니면 절차를 쉽게 하든지 해주세요,0,2
3305,비밀번호 찾기가 안되요 무슨일이죠,0,2
3335,그런데 업데이트 이후로 속도가 느려진 거 같습니다,0,2
3336,노래를 재생해도 로딩이 상당히 길어요,0,2
3337,잠시 그럴 줄 알았는데 하도 그래서 답답합니다,0,2
3338,혹시 제 폰에 문제가 있는지 모르겠지만 한 번 점검해주시면 감사하겠습니다,0,2
3346,아니 렉이 너무 심해요,0,2
3352,외국에서 다른 나라 전화번호를 가지고 지니뮤직에 회원가입하려고 하니 입력 되지 않습니다,0,2
3354,참고로 사는 나라는 카자흐스탄이여서 전화번호가 으로 시작합니당,0,2
3357,로그인 접속 기록이라던가 관련 로그인 되어있는곳에서 로그인 시도하는 핸드폰이라던가 그런게 좀 뜨면 좀더 편할것같아요,0,2
3391,삭제했다가 다시 까니까 노래 다 날라가있고 진짜 너무 불편해서 사용 못하겠네요,0,2
3429,쓰레기 노래 한곡 한곡 넘어갈때마다 끊기는게 거의 수준 이라서 이딴 쓰레기는 결제 취소하고 턴테이블 사러 낙원상가 갑니다,0,2
3457,어제까지만해도 잘 되다가 오늘 들을려고하니깐 로그아웃이 되어있네요,0,2
3458,그 전에도 맨날 로그아웃됐었는데 카톡으로 다시 로그인하면 인증받았는데 또 인증 받으라고 그러고 이번에는 아예 카톡으로 로그인 하니깐 다시 새로 아이디를 만들라고하네요,0,2
3462,노래가 끊기고나 버퍼링걸린것처럼 멈춰요 ㅠ,0,2
3466,평소에 잘 쓰고 있는데 카카오페이지나 네이버 앱카톡 등 노래 들으며 다른 앱 들어가면 노래 틀지 않았던 것처럼 노래가 끊겨요 몇번 계속 반복 되서 슬슬 화나네요,0,2
3495,내일이면 다시 검색해보면 될지 안될지도 모르겠고 몇시간째 노래 검색도 안되고 정신병 걸릴거 같습니다,0,2
3517,아이폰은 상품권 등록이 안된다고 뜨는데요 아이폰 유저로서 불편합니다ㅜㅜ,0,2
3527,업데이트 이후로 전체적으로 로딩이 많이걸립니다 서버문제가 있나요,0,2
3529,개소리라는 노래를 들으려고하는데 본인인증과 부모님인증을 과장 안 보태고 번은 했는데 본인인증성공했다는 화면 뜨고 로딩중인화면이 걸리고 노래를 들으려고하니까 본인인증을 하라는 정말 어이없고 짜증나고 분노적이고 모든곳을 부숴버고싶고 다 죽여버리고싶은 상황이 번이나 일어났습니다,0,2
3540,재생화면 예뻐지는거 좋고 새로운 기능들 생기는거 좋은데 제일 먼저 끊기는것부터 해결해야하는거 아닌가요 ,0,2
3562,저도 비교하는거 안좋아하지만 이런 끊김만 없어도 정말 바라는게 없을거같아요,0,2
3564,음질은 정말 좋고 듣기가 편한데 자주 렉이 걸려서 대기를 해야하며 결국 앱을 종료하고 들어가기를 많이 반복하는 편입니다,0,2
3587,한 계정으로 한사람이랑 같이 쓰고 있는데 상대방 로그아웃 하고 싶은데 비밀번호를 바꿔도 그 사람은 로그아웃 안되고 전처럼 저절로 업데이트 되야지만 로그아웃 저절로 되고 로그인 다시 하라고 뜨나요,0,2
3603,근데 오히려 더 상황이 안좋아져서 로그인도 분만에 겨우하고 어찌저찌 로그인했더니 추천이나 마이뮤직 전혀 안들어가지고 ,0,2
3666,지금 결제가 안되네요 왜그러는 거죠,0,2
3668,무한 로딩 문제가 있습니다 데이터들이 안들어오는 거같아요 서버 터졌나요,0,2
3688,별개는 일단 보라고 한거고 갑자기 렉이 너무 심하게 걸려요,0,2
3701,어쩔땐 노래 넘길때마다 버퍼링같은게 걸리면서 재생이 안되네용 그럴때 계속 나갔다가 다시 들어와야만 재생이 되구요,0,2
3712,서버 재요청이 계속뜨는데 원,0,2
3729,기존 인증 정보와 일치하지 않다며 실패하네요회원 정보 수정해서 번호를 다시 한번 바꿔봐도계속 실패해서 노래를 못듣고 있네요,0,2
3744,왜자꾸 끊겨요 노래 실행시켜서 딜레이걸리는것도 짜증나는데 업데이트 하고나소,0,2
3763,지니뮤직을 하기위해서 페이스북으로 로그인하여 이용권 결제했는데 지니 아이디가 아니면 연동이 안되는데 아이디만들어서 결제하고싶은데 환불가능한가요,0,2
3827,로그인했는데 자꾸 로그인하라고하고 계속 분짜리를들려주네요ㅜ,0,2
3842,오늘도 지니와 함께 노래를 들으며 공부 중인데 아니 글쎄 갑자기 노래가 안 나오지 뭡니까 무슨 일인가 해서 들어왔더니 다른 기기에서 스트리밍 중이라 그렇답니다,0,2
3843,전 누구한테 제 아이디를 공유해줄만큼 넓은 마음이 없어요,0,2
3844,근데 누가 쓰고 있다고 하네요,0,2
3845,로그인이 이상합니다 계정오류가 있어요,0,2
3846,이상해서 로그아웃을 하고 다시 로그인을 하려고 아이디와 비밀번호를 치는 순간 탈퇴 회원 입니다,0,2
3855,지니 쓴지 한 년 정도 됐는데 그 전 폰 쓸 때부터 계속 노래 재생 중이나 그냥 접속할 때 수시로 로그아웃 되네요,0,2
3856,그래서 하루에 몇 번씩이나 로그인 해야 돼서 너무 불편해요,0,2
3879,업데이트 이후로 플레이리스트에 노래를넣으면 로딩이 너무길어요,0,2
3880,그것뿐만아니라 전체적으로 살짝 느려진거같아요,0,2
3886,가끔 서버 문제가 있긴 한데 솔직히 좋습니다,0,2
3899,이용권이 있는데 가끔 이용권이 없다며 분 스트리밍밖에 안되고 그래서 이용권이 끝났나 싶어서 사려니깐 이용권이 있어서 살 수 없다고 뜹니다 ㅠㅠ,0,2
3911,로그인이 아예 안돼요 왜이러죠,0,2
3920,탭에서도 지니를 깔아 연동 된 계정으로 로그인을 할려하는데 트위터 페이스북 다 연동 된 상태임에도 불구하고 탭에서는 로그인이 되지 않네요ㅜㅜ,0,2
3925,아 그리고 비밀번호를 까먹어 번호를 새로 받고 다시 변경하려하는데 번시도 다 오류나서 너무 화가나 그냥 안바꾸고 계속 임시비번사용중이에요ㅠㅠ,0,2
3941,로그인이 너무 자주 풀립니다,0,2
3942,한번 로그인 하는것도 힘든데 그 문제 좀 고쳐주시고요 또 로그인 안해도 대댓글 볼수 있게 만들어주세요,0,2
3968,오래전부터 만 이용해서 지니도 같이 쓰는데 음원 검색 기능 좀 개선 시켜주세요,0,2
3969,노래 찾으려고 해도 인식을 못하네요멜론은 음원트니까 초만에 바로 나오더라구요,0,2
3971,제발 다 필요없으니까 렉 좀 어떻게 해주세요,0,2
3974,라디오채널 구독 한적 없는데 즐겨찾기랑 이런것들이 설정되어있어 당황스럽네요,0,2
3999,평소에 잘 쓰고 있다가 와이파이나 데이터 꺼질 때면 항상 로그아웃 되는데 그것 좀 고쳐주시길 바랍니다,0,2
4008,갑자기 로그아웃 되네요,0,2
4012,저만 그런건지는 모르겠는데 그냥 노래 재생을 하면 버퍼링 걸리면서 스크롤도 안되고 다른 노래 재생도 안되더라구요,0,2
