,document,label,label2
152,뮤직이즈마이라이브가 좌우명인 저는 어떡하죠,0,0
153,되돌려주세요,0,0
157,진짜 부탁드립니다 아 진촤 멜론에도 없어서 난리니까 지니에 넣어놓으시면 경쟁력에도 도움이 될거에요,0,0
158,제 생일이 월 일인데 아이팟 클래식을 사서 엠피쓰리 파일 넣어놓고 들으려고 하는데 에브리띵 블랙이 없으면 파일을 사는 의미가 없습니다,0,0
159,지니 선생님들 제발,0,0
161,그것만 되도 진짜 편할듯요,0,0
162,이런기능 하나만 넣어줬음 좋겠어요,0,0
172,이번 업데이트 되고 아이폰 어두운테마 안되는데 신속하게 수정 부탁드립니다 ㅜㅠ,0,0
181,몇년동안 지니만 썼는데 더이상은 못참겠어요,0,0
182,개선 안하시면 사람들은 저처럼 계속 떠나고 다른 사이트에도 밀리는거에요,0,0
183,아니 그리고 리뷰에 이것저것 안된다는 문의에 개선하겠습니다,0,0
184,로 대답 일관하는 이유는 뭐에요 대체 설정에서 충분히 바꿀수 있는 내용이면 그걸 간단하게라도 설명해주는 최소한의 성의는 보이세요,0,0
185,진짜 볼수록 맘에안드네,0,0
187,어떻게 된 건가요,0,0
189,저만 그러는지 살짝 답답해요ㅠ,0,0
192,한두번이면 그러려니 하겠는데 요즘 계속 그러니까 짜증나네요,0,0
193,벌써 몇번째인지 점검중도 아닌데 자꾸 재생 안되서 오류 뜰때마다 짜증나네요 때문에 그냥 쓰고 있는데 진짜 점점 한계가 옵니다,0,0
196,로 업데이트 하기 전에도 가끔 그랬는데 오류 확인해주세요 ㅠ,0,0
198,자주 그러진 않지만 불편해요ㅜㅜ,0,0
199,임영웅 노래 사재기로 띄워 주는 것도 적당히 해야지,0,0
200,이게 몇 달 째임,0,0
201,비방 댓글도 아니고 관련 없는 댓글도 아닌데 그냥 없애고 보네,0,0
202,음악 어플이면 답게 행동하세요,0,0
203,돈이 벌고 싶으면 정당하게 행동하세요,0,0
211,왜 남 뒤에서 쫄쫄쫄 따라만 가시려 하세요,0,0
214,진짜 너무 불편해요 ㅠㅠㅠ,0,0
215,애플워치 리뷰도 보고 개선 하셨으니 진짜 이것도 바꿔주세요,0,0
216,너무 너무 너무 불편해요 ㅠㅠ,0,0
226,제발 오류좀 어떻게 해주세요,0,0
227,지니뮤직 매일 쎃는데 갈아타고 싶어지네요,0,0
242,이러다가 다른 음악어플로 갈아탈듯,0,0
243,진짜 애플워치 를 사느냐 셀룰러를 사느냐 고민 엄청 하던 중에 오늘 아침 지니 공지뜬거보고 바로 셀룰러 결제했어요ㅋㅋㅋ,0,0
244,멜론만 한 년 쓰던 중이었는데 미련없이 지니에 남습니다,0,0
292,증말 불편해 죽겠어요 ㅠㅠ,0,0
293,빨리 고쳐주세요,0,0
294,빨리 고쳐주세요,0,0
295,빨리 고쳐주세요,0,0
296,빨리 고쳐주세요,0,0
297,빨리 고쳐주세요,0,0
298,빨리 고쳐주세요,0,0
299,빨리 고쳐주세요,0,0
300,빨리 고쳐주세요,0,0
301,빨리 고쳐주세요,0,0
302,빨리 고쳐주세요,0,0
303,빨리 고쳐주세요,0,0
304,빨리 고쳐주세요,0,0
305,빨리 고쳐주세요,0,0
306,빨리 고쳐주세요,0,0
307,빨리 고쳐주세요,0,0
308,빨리 고쳐주세요,0,0
309,빨리 고쳐주세요,0,0
310,빨리 고쳐주세요,0,0
311,빨리 고쳐주세요,0,0
312,빨리 고쳐주세요,0,0
313,빨리 고쳐주세요,0,0
314,제 리뷰 보라고 별개 띄웁니다,0,0
318,리뷰 쓴 적이 없는데 이건 진짜 말을 해줘야겠어서 하는 겁니다,0,0
319,지니 리뷰 목록 보니까 저 말고도 이런 사람들이 정말 많은 것 같은데 언제까지 그냥 두실 거에요,0,0
320,이러다가 사용자 확 줄어드는 때 옵니다빨리 개선 좀 해주세요,0,0
321,말만 업데이트지 달라지는 것도 없고 그냥 사람 인내심 테스트 하는 것 같네요,0,0
323,리뷰에 형식적인 답변만 하지 말고 제대로 고객들이 이야기하는 불만들에 행동으로 대처하는 모습을 보여주시기 바랍니다,0,0
324,아니 난 안듣고 싶고 궁금하지도 않은 임 땡 웅으로 차트가 도배수준이에요,0,0
325,짜증나게 다른 좋은 곡들 여러가지를 듣고싶은데 노래 좋은 거 알겠는데요,0,0
326,제발 막아주세요,0,0
327,유플러스 장기 고객이라 엠넷부터 오래 써온 사용자입니다,0,0
328,업데이트 해주셨으면 하는 부분이 있어서 리뷰 작성합니다,0,0
330,하지만 전 핸드폰을 볼 때 웬만하면 거의 계속 노래를 듣는단 말이죠,0,0
331,그러면 전 계속 지니 노래 위젯 창만 보고 있는 거겠죠,0,0
334,제발요ㅠㅠ,0,0
336,예전 리뷰 찾아본다고 월 때로 거슬러 올라가며 리뷰들을 봤는데 많은 사람들이 갑인냥 행동하는 모습에 너무 마음이 아팠구여 많이 힘드시겠구나,0,0
337,생각이 들었어요,0,0
340,많이 불편하진 않지만 속상하네요,0,0
342,되게 덩달아 속상하고 죄스럽더군요,0,0
346,저 혼자 제 계정 개로 아이패드랑 아이폰 두 개로 번갈아 듣고 있거든요,0,0
349,엠넷 음악 다운로드 사용자였음 갑자기 사전공지도 없이 지니로 변경되었다고 이전하라고함 이전 신청했음,0,0
350,몇년동안 다운받아놓은 노래 다 사라짐,0,0
351,플레이 리스트도 제대로 안넘어옴,0,0
352,공지에 구매내역가서 다운받았던 노래 다시 다운 받을 수 있다고 나와서 갔더니 노래 구매내역 아무것도 없음,0,0
353,이번주에 다운 받았던 노래마저 다시 받으려니 음원 다운로드 횟수 차감됨 장난하는거도 아니고 문의글 남겼으나 이틀 지나도록 답변도 안달림,0,0
354,틈틈이 전화 수십통 했으나 통화 연결 한번도 안됨,0,0
355,정리해서 음악을 듣는 편인데 편집 기능에서 정렬된 부분이 사라진건가요 아무리 뒤져봐도 안나오네요,0,0
356,재생목록과 플레이라스트 분리등 여러모로 편의성은 좋습니다,0,0
359,이전에 벅스 애플뮤직 등 다 이용했을 땐 이상없었는데 유독 지니만 이런일이 빈번하게 발생하니 쓰기가 힘드네요,0,0
361,현재 애플뮤직 유튜브뮤직 벅스만 지원해서 불편합니다,0,0
364,요즘 음악어플 다양하게 캡쳐해서 스토리에 올리는걸 빈번하게 볼 수 있는데 지니뮤직을 쓰는 저는 로고가 너무 올드해 무조건 로고 안나오게 음악어플 내에서 캡쳐하거나 다른 어플을 이용합니다,0,0
367,지니뮤직에서 다른 이용권 사용없이 다운로드만 이용중인데 플레이리스트에 저장곡들만 넣어두고 재생 시켰는데 미리보기로 재생되길레 지니 저장곡으로 들어가 재생했었는데 오늘 재생 시켜보니 처음 몇곡은 잘 나왔다가 갑자기 몇곡 지나니 분 미리듣기 버전으로 나오더라구요,0,0
370,현재 아무 노래도 못 듣고 있습니다ㅠㅠ,0,0
371,지니뮤직 정말 잘 쓰고 있는데 이거 때문에 갈아탈까 고민하는중입니다,0,0
387,인디음악 매번 찾으러 다니기 힘들어서 인디차트 만들어서 손쉽게 듣게 해주시면 좋겠네요,0,0
388,이젠 이렇게 운영하는거 참 속터져요 돈 쓰고 듣는건데 지니 유저인 사람들은 전혀 배려를 안해주시네요 ㅎㅎ,0,0
394,물론 폴더 정리를 하시는 분들도 있고 안 하시는 분들도 있을 것 같아요,0,0
396,코로나 조심하시고 이 사안 고려해 주세요,0,0
400,최근에 업데이트한것도 별 쓸모없는 업데이트 밖에 안되어있고 제발 고쳐주세요,0,0
401,제발 일부러 보시라고 별 개 드립니다 제발 정신차리시고 쓸데없는거 업데이트 하지 마시고 오류나 업데이트 해주세요,0,0
407,다른 어플은 지금 전부 잘 돌아가고요 ,0,0
408,그런만큼 만약 이런 현상이 계속 되면 음악을 요금제 옮기고 다시 타사로 가야하지 않을까 생각까지 듭니다 꼭 피드백과 대처 부탁드리겠습니다,0,0
409,항상 너무 감사해하며 사용중에 있습니다,0,0
410,이번에 애플워치에 대해서 업데이트도 되고 정말 잘 사용하고있는데요,0,0
418,개떡같아요,0,0
419,절망스럽네요 ㅎ,0,0
420,이렇게 병맛일수가 너무 훌륭해서어플을 지워버리고 싶네요,0,0
424,건의사항을 참고하시어,0,0
430,라서 지니쓰는게 이렇게 화나는 일이 될줄은 몰랐어요,0,0
431,플레이리스트 곡 가까이 있어서 다른어플로 갈아타기도 그렇고 너무 불편해요,0,0
432,스밍은 노래 나오고 보통 활동하는 기간에만 하던데 년가까이 저러는꼴 보기 짜증나요,0,0
433,민폐수준뭐야진짜ㅡㅡ,0,0
435,젭알,0,0
437,갈아탈때가 되었나봄,0,0
445,정말 저는 문제없이 너무 만족하며 잘 쓰고 있긴 합니다만 한가지 건의드리고 싶은부분이 있는데요,0,0
452,근데 가끔 같은 컨츄리중에서도 또 같은 팝중에서도 그 음악적 격차가 엄청나서 요즘 음악들은 대부분 장르로 묶이기보다는 다양한 갈래로 나뉘는게 그 이유인 것 같아요,0,0
453,그래서 하나하나 들너보고 인트로 분안에 거의 추가할지말지 결정하는 편인데 이런 번거로움을 지니 가 좀 더 똑똑해져서 해결되엇으면 하는 개인적인 바람이 잇습니다 ㅋㅋ,0,0
454,지니 추천 음악들은 왜 하나같이 제가 생각한 그런 느낌이 아닌지 ㅠㅜ 유사한 음악인데도 그리고 그동안 가끔 어플 끊기는 오류도 잇엇는데 최근엔 없네요,0,0
456,전 지니 뮤직 안쓴지 좀 오래된 사람인데요,0,0
457,당연히 이용권도 다 없고요 근데 어느날 갑자기 월 일쯤에 지니에서 오천원 자동결제가 됬더라고요 근데 혹시나해서 다시 깔고 원래 로그인했던 거로 로그인하니까 제가 이용권을 사용하지도 않다고 써있어서 분밖에 못듣더라구요,0,0
458,도대체 왜결제 하신거죠,0,0
459,개빡쳐서 회원탈퇴했는데 이런식으로 하시면 제 돈은 누가 돌려줘요,0,0
472,차트에서 트로트때문에 애플뮤직으로 옮겼습니다,0,0
474,다 좋은데 예전에는 플레이리스트에 있는 노래를 꾹 누르면 하이라이트부분을 들을 수 있어서 이노래가 뭐였지 하고 잠깐잠깐 들어볼 수 있어서 좋았는데 요즘은 꾹 누르면 첫번째 있는곡부터 누른곡까지 선택이 되더라고요 솔직히 선택기능 내가 원하는 범위로만 선택할 수 없는것 같은데 기능을 잘 몰라서 약간 이런거 사용방법같은것도 있으면 좋을 것 같습니다,0,0
476,아직 있다면 어떻게 하는지 알려주세요ㅠㅜ,0,0
479,아이폰 사용하고 제일 최신버전 입니다,0,0
481,근데 제가 원하는 기능중 이있네요,0,0
482,아 그리고 원래있는기능인데 제가 모르고있는거면 알려주세요,0,0
491,이거 보완좀 해주세요,0,0
492,제가원하는게 너무많죠죄송해요ㅜㅜ,0,0
495,제발 뭐 인수가 합병이고 다 좋은데 기본에 좀 충실하세요,0,0
498,그 동안 너무 좋게써서 군말안하고 기다리고 있었는데 선 넘었네요,0,0
504,지우기 싫은데 지워야만 하는 순간이 오면 괴롭니다 ,0,0
505,좋은 곡들 모아두고 랜덤으로 듣는게 추억도 생각나고 소소한 행복이거든요 꼭 좀 부탁드려요 ,0,0
508,탑 매번 업데이트 해서 들을때마다 차트에 듣기싫은 트로트 가수 노래들 하나하나 삭제하기 귀찮아요,0,0
510,지니 러버로서 부탁드립니다,0,0
519,업데이트 될때마다 더 심해지네요,0,0
520,너무 심해서 탈퇴해야 하나 고민입니다,0,0
522,없어진건지,0,0
523,왜 없어졌어요 왜이렇게 꽁꽁 숨겨놨어요,0,0
524,친구꺼 멜론 쓰면서 참 별로다 지니는 이게 바로바로 되는데 생각했는데 멜론을 닮아버렸음,0,0
528,늘 좋은 노래들 잘 듣고 있고 저는 개인적으로 정말 만족합니다,0,0
538,이렇게 좋은 혜택들이 많은줄 모르고 매달 정기결제 되서 아무생각없이 사용했던 지난 몇년동안 빠져나간 돈이 아쉽기만 하네요ㅠㅠ,0,0
539,그치만 이제라도 지니뮤직을 안만큼 더 열심히 애용해볼까해요 ㅎㅎ,0,0
552,매번 다시 찾아들어가야 해서 너무 불편하고 다른 음원 서비스 다 이용해 봤는데 이렇게 작동하는건 지니 밖에 없습니다ㅡㅡ,0,0
554,이 역시 경쟁 벅스멜론 문제가 없습니다,0,0
555,대대적인 기능 업데이트 하시고 사소한 문제로 앱의 완성도가 떨어져 보입니다 한끝만 보완되면 최고의 앱이 될 것 같습니다,0,0
561,예전부터 늘 불편했던 사항입니다,0,0
564,너무 불편해요,0,0
565,너무 불편해요,0,0
566,너무 불편해요,0,0
567,너무 불편해요,0,0
568,너무 불편해요,0,0
569,너무 불편해요,0,0
570,너무 불편해요,0,0
571,너무 불편해요,0,0
572,너무 불편해요,0,0
573,너무 불편해요,0,0
574,너무 불편해요,0,0
575,너무 불편해요,0,0
576,너무 불편해요,0,0
577,너무 불편해요,0,0
578,너무 불편해요,0,0
579,너무 불편해요,0,0
580,너무 불편해요,0,0
581,너무 불편해요,0,0
582,너무 불편해요,0,0
583,너무 불편해요,0,0
584,너무 불편해요,0,0
585,너무 불편해요,0,0
586,너무 불편해요,0,0
587,너무 불편해요,0,0
588,너무 불편해요,0,0
589,너무 불편해요,0,0
590,너무 불편해요,0,0
591,너무 불편해요,0,0
592,너무 불편해요,0,0
593,너무 불편해요,0,0
594,너무 불편해요,0,0
595,너무 불편해요,0,0
596,너무 불편해요,0,0
597,너무 불편해요,0,0
598,너무 불편해요,0,0
599,너무 불편해요,0,0
600,너무 불편해요,0,0
601,너무 불편해요,0,0
602,너무 불편해요,0,0
603,너무 불편해요,0,0
604,너무 불편해요,0,0
605,너무 불편해요,0,0
606,너무 불편해요,0,0
607,너무 불편해요,0,0
608,너무 불편해요,0,0
609,너무 불편해요,0,0
610,너무 불편해요,0,0
611,너무 불편해요,0,0
612,너무 불편해요,0,0
613,너무 불편해요,0,0
614,너무 불편해요,0,0
615,너무 불편해요,0,0
616,너무 불편해요,0,0
617,너무 불편해요,0,0
618,너무 불편해요,0,0
619,너무 불편해요,0,0
620,너무 불편해요,0,0
621,너무 불편해요,0,0
622,너무 불편해요,0,0
623,너무 불편해요,0,0
624,업뎃 괜히한듯 다크모드 다시 돌려주세요,0,0
625,현재 아이폰플러스 사용하는 이용자입니다,0,0
628,지니 어플을 종료한 후에 몇분 뒤 다시 들어가니 괜찮아집니다,0,0
629,이게 한두번이면 괜찮을텐데 하루에도 수십번 발생하니 이제는 좀 피곤합니다,0,0
630,음악들으면서 공부하다가 흐름 끊기기도 하구요,0,0
631,제발 빠른 시일 내에 고쳐주길 바라겠습니다,0,0
634,통신사를 유플러스로 사용하고 있어서 같이 사용하게 되었습니다,0,0
635,애플워치로 연동해서 쓰다보니 목록에서 노래를 고를수 없는 부분이 너무 아쉬웠어요,0,0
643,그래서 앱 삭제했다가 다시 깔았어요,0,0
644,왜그런건지 정말 궁금하네요ㅠㅠ,0,0
658,제 휴대폰만 그런거일까오 아무도 그런말이 없네요,0,0
659,혹시 지니어플 업데이트를 해야하나 싶어 들어왔다가 리뷰남깁니다,0,0
662,저 말고도 다들 이러한 불편함으로 다른 뮤직 스트리밍 서비스로 이동하고 있습니다,0,0
663,지니 뮤직 입장에서 그 수가 소수이기 때문에 신경을 안쓰는거 같으나 점점 스마트 생활이 상용화되어 가는 시기에 이러한 불편함을 수정해주지 않는다는 것은 스마트하지 못한 선택이라고 생각합니다,0,0
665,이점에 관하여 깊게 고민하시고 빨리 적용해주시길 바랍니다,0,0
666,지니 뮤직을 몇년 동안 사용한 유저 입장에서 정말 지니 뮤직에 애착이 강한 유저로서 말씀드립니다,0,0
668,반영이 늦게되어 불편하게 느껴져 의견을 남깁니다,0,0
669,지니 어플을 장말 잘 사용하고 있는 사용자입니다,0,0
670,어플에 단점이 없다고 느낄정도로 어플의 편리성이 좋아 잘 사용하고 있었습니다,0,0
671,다름이 아니라 이번 업데이트 이후 애플워치 단독재생 및 아이폰 미러링 두가지에서 모두 발생하는 불편감인데 음향 볼륨을 조절하는 것이 너무 단계가 조절하기 어려워지고 음향 조절을 반영하는데 있어 디지털 크리운을 돌려 조절한 뒤에 조금 있다가 갑자기 더 음향이 확올라간다던지ㅠ ,0,0
678,감사합니다,0,0
679,감사합니다,0,0
680,감사합니다,0,0
681,감사합니다,0,0
682,감사합니다,0,0
683,감사합니다,0,0
684,감사합니다,0,0
685,감사합니다,0,0
686,감사합니다,0,0
687,감사합니다,0,0
688,감사합니다,0,0
689,감사합니다,0,0
690,감사합니다,0,0
691,감사합니다,0,0
692,감사합니다,0,0
693,감사합니다,0,0
694,감사합니다,0,0
695,감사합니다,0,0
696,감사합니다,0,0
697,감사합니다,0,0
698,감사합니다,0,0
699,감사합니다,0,0
700,감사합니다,0,0
701,감사합니다,0,0
702,감사합니다,0,0
703,감사합니다,0,0
704,감사합니다,0,0
705,감사합니다,0,0
706,감사합니다,0,0
707,감사합니다,0,0
708,감사합니다,0,0
709,감사합니다,0,0
710,감사합니다,0,0
711,감사합니다,0,0
712,감사합니다,0,0
713,감사합니다,0,0
714,감사합니다,0,0
715,감사합니다,0,0
716,감사합니다,0,0
717,감사합니다,0,0
718,감사합니다,0,0
719,감사합니다,0,0
720,감사합니다,0,0
721,감사합니다,0,0
722,감사합니다,0,0
723,감사합니다,0,0
724,감사합니다,0,0
725,감사합니다,0,0
726,감사합니다,0,0
727,감사합니다,0,0
728,감사합니다,0,0
729,감사합니다,0,0
730,감사합니다,0,0
731,감사합니다,0,0
732,감사합니다,0,0
733,감사합니다,0,0
755,많은 유저들이 동의하고 있는 바 같습니다,0,0
756,이거 진짜 심각합니다,0,0
758,진짜 뭐 오류 걸려서 안되거나 하는것 보다 더 심각한겁니다,0,0
759,부디 이 글을 보고 이 문제를 해결해주시기를 부탁드립니다,0,0
767,자동차에서 사용하는 로 재생목록을 진입하면 앨범아트가 안나옵니다 글자만 보고 찾기가 어렵습니다,0,0
768,정말 많은 사람에게 좋아요 를 받은 곡인데 알지 못해서 못들으면 너무 속상하잖아요 ㅎㅎ,0,0
771,안녕하세요,0,0
772,안녕하세요,0,0
773,안녕하세요,0,0
774,안녕하세요,0,0
775,안녕하세요,0,0
776,안녕하세요,0,0
777,안녕하세요,0,0
778,안녕하세요,0,0
779,안녕하세요,0,0
780,안녕하세요,0,0
781,안녕하세요,0,0
782,안녕하세요,0,0
783,안녕하세요,0,0
784,안녕하세요,0,0
785,안녕하세요,0,0
786,안녕하세요,0,0
787,안녕하세요,0,0
788,안녕하세요,0,0
789,안녕하세요,0,0
790,안녕하세요,0,0
791,안녕하세요,0,0
792,안녕하세요,0,0
793,안녕하세요,0,0
794,안녕하세요,0,0
795,안녕하세요,0,0
796,안녕하세요,0,0
797,안녕하세요,0,0
798,안녕하세요,0,0
799,안녕하세요,0,0
800,안녕하세요,0,0
801,안녕하세요,0,0
802,안녕하세요,0,0
803,안녕하세요,0,0
804,안녕하세요,0,0
805,안녕하세요,0,0
806,안녕하세요,0,0
807,안녕하세요,0,0
808,안녕하세요,0,0
809,안녕하세요,0,0
810,안녕하세요,0,0
811,안녕하세요,0,0
812,안녕하세요,0,0
813,안녕하세요,0,0
814,안녕하세요,0,0
815,안녕하세요,0,0
816,안녕하세요,0,0
817,안녕하세요,0,0
818,안녕하세요,0,0
819,안녕하세요,0,0
820,안녕하세요,0,0
821,안녕하세요,0,0
822,안녕하세요,0,0
823,안녕하세요,0,0
824,안녕하세요,0,0
825,안녕하세요,0,0
826,안녕하세요,0,0
827,안녕하세요,0,0
828,안녕하세요,0,0
829,안녕하세요,0,0
830,안녕하세요,0,0
831,안녕하세요,0,0
832,안녕하세요,0,0
833,안녕하세요,0,0
834,안녕하세요,0,0
835,안녕하세요,0,0
836,안녕하세요,0,0
837,안녕하세요,0,0
838,안녕하세요,0,0
839,안녕하세요,0,0
840,안녕하세요,0,0
841,안녕하세요,0,0
842,안녕하세요,0,0
843,안녕하세요,0,0
844,안녕하세요,0,0
845,안녕하세요,0,0
846,안녕하세요,0,0
847,안녕하세요,0,0
848,안녕하세요,0,0
849,안녕하세요,0,0
850,안녕하세요,0,0
851,안녕하세요,0,0
852,안녕하세요,0,0
853,안녕하세요,0,0
854,안녕하세요,0,0
855,안녕하세요,0,0
856,안녕하세요,0,0
857,안녕하세요,0,0
858,안녕하세요,0,0
859,안녕하세요,0,0
860,안녕하세요,0,0
861,안녕하세요,0,0
862,안녕하세요,0,0
863,안녕하세요,0,0
864,안녕하세요,0,0
865,안녕하세요,0,0
866,안녕하세요,0,0
867,안녕하세요,0,0
868,안녕하세요,0,0
869,안녕하세요,0,0
870,안녕하세요,0,0
871,안녕하세요,0,0
872,안녕하세요,0,0
873,안녕하세요,0,0
874,안녕하세요,0,0
875,안녕하세요,0,0
876,안녕하세요,0,0
877,안녕하세요,0,0
878,안녕하세요,0,0
883,진짜 그거 때문에 노래 듣다가 흥도 다 깨지고 솔직히 너무 실용성 없다고 느껴져요ㅠㅠ,0,0
885,진짜 저거 두개만 개선하면 평생 지니만 쓸 수 있을거 같은데 한번 개선할 방법을 생각해보셨으면 좋겠어요,0,0
888,진짜 이번에 업데이트하고 또 그러면 아예 애플뮤직으류 갈아탈려구요,0,0
893,그래서 이제부터 사용자의 편리성을 높이는 부분에 집중을 해야 한다고 생각합니다,0,0
894,근데 이번 업데이트에서 다른 부분은 개인적으로 다 괜찮다고 생각하는데 재생리스트 목록에 있는 곡 제거할 때 예전에는 스와이프 한 번이면 삭제가 되었는데 업데이트 이후에는 정보에 들어가 삭제버튼을 눌러야 삭제가 되더군요 저는 물론이고 가족 친구들도 불편하다고 하여 이렇게 글을 남깁니다,0,0
896,은근 불편하네요 ㅠ,0,0
899,유플러스 장기 고객이라 지니를 쓴지도 년정도 됐어요,0,0
910,사실 전까지는 불편한 점이 이만저만이 아니라서 갈아타기도 했어요,0,0
